Date,Close,High,Low,Open,Volume
2021-04-05,5428.62451171875,5547.692636671151,5428.62451171875,5512.4131922408105,73311500
2021-04-06,5437.4443359375,5441.854266461375,5362.47551703163,5410.984752794252,80215000
2021-04-07,5512.412109375,5534.4617578125,5410.9837265625,5428.6234453125,107908000
2021-04-08,5486.8349609375,5558.382931088275,5477.8914646686535,5544.967686685004,123697500
2021-04-09,5544.96728515625,5652.289232610887,5495.778059239541,5647.817484800277,116961000
2021-04-12,5424.22998046875,5629.930375441184,5419.758232751958,5629.930375441184,110411500
2021-04-13,5366.0966796875,5419.757646484375,5348.209690755209,5410.81415201823,119211500
2021-04-14,5638.8740234375,5638.8740234375,5419.7583793864,5460.004109926398,135519500
2021-04-15,5616.515625,5643.346113654458,5527.080662818472,5638.874365545383,102686500
2021-04-16,5612.04296875,5697.006169073706,5558.382000124502,5697.006169073706,79293500
2021-04-19,5607.57080078125,5616.51429488138,5571.796824380732,5612.042547831315,47095000
2021-04-20,5576.26953125,5589.6847747093025,5531.552053052325,5544.967296511628,72721000
2021-04-21,5513.66455078125,5567.325519645301,5513.66455078125,5544.966782618613,68397000
2021-04-22,5558.3818359375,5612.042802977927,5527.079605163918,5544.966594177394,63758000
2021-04-23,5714.8935546875,5719.365302382874,5567.32588074017,5616.5151053892805,108498500
2021-04-26,5620.98681640625,5723.837012728719,5616.5150687400555,5719.3652650625245,108742000
2021-04-27,5728.30859375,5755.1390789666275,5683.591118388954,5697.006360997268,132650000
2021-04-28,5652.2890625,5728.308772992484,5647.817314823971,5723.837025316456,87660000
2021-04-29,5732.7802734375,5777.497748269306,5688.062798605694,5777.497748269306,57355000
2021-04-30,5728.30859375,5768.554321574941,5705.9498560694765,5768.554321574941,65829500
2021-05-03,5714.8935546875,5795.385013204225,5674.647825429138,5795.385013204225,42065500
2021-05-04,5723.8369140625,5750.667399597168,5670.1759429931635,5679.119438171387,50123500
2021-05-05,5746.1953125,5750.667059824903,5723.836575875486,5741.723565175098,51685000
2021-05-06,5746.1953125,5768.554049124514,5723.836575875486,5723.836575875486,38115500
2021-05-07,5723.8369140625,5777.497885131836,5710.421671295166,5777.497885131836,48864000
2021-05-10,5741.72412109375,5741.72412109375,5719.365382304444,5723.837130062305,68180500
2021-05-11,5795.384765625,5795.384765625,5638.87360297309,5723.836805555556,70680000
2021-05-17,5813.27099609375,5813.27099609375,5701.477323091947,5813.27099609375,129058500
2021-05-18,5714.8935546875,5773.026274727357,5692.534816210632,5723.837050078248,73563000
2021-05-19,5674.64794921875,5723.837174940898,5665.704453632905,5705.950183769208,64912500
2021-05-20,5705.9501953125,5755.139421134159,5679.119708500685,5714.893690916438,64950000
2021-05-21,5688.0634765625,5768.554940853479,5598.6285162391905,5768.554940853479,92620000
2021-05-24,5656.76025390625,5705.949473505435,5625.458023252223,5683.590737323987,59210000
2021-05-25,5683.59130859375,5759.611019251574,5634.402084050453,5634.402084050453,87470000
2021-05-27,5607.57080078125,5795.384176883971,5607.57080078125,5759.610200483453,537971500
2021-05-28,5670.17578125,5697.006266019322,5661.232286326893,5661.232286326893,102108500
2021-05-31,5701.47802734375,5714.893269761029,5656.760552619485,5688.06278492647,101442000
2021-06-02,5781.96923828125,5826.686711121785,5741.723512724768,5813.271469269625,141732500
2021-06-03,5902.70751953125,5902.70751953125,5750.6680834221115,5808.800808993253,133810500
2021-06-04,5884.81884765625,5920.592822414039,5813.270898140672,5920.592822414039,62108500
2021-06-07,5840.1025390625,5875.876520925058,5750.6675844061065,5866.933025459419,62576000
2021-06-08,5750.66796875,5880.348661668934,5750.66796875,5880.348661668934,64348000
2021-06-09,5840.1025390625,5844.57428679532,5688.063116146631,5688.063116146631,77198000
2021-06-10,5920.59375,5920.59375,5804.328313821752,5862.461031910876,73262500
2021-06-11,5786.44140625,5884.819853651468,5777.497911031684,5875.876358433153,72780500
2021-06-14,5732.7802734375,5831.158718067472,5723.836778471139,5831.158718067472,61478500
2021-06-15,5786.44140625,5786.44140625,5728.30868733095,5764.082668204212,87799000
2021-06-16,5710.421875,5755.139352486296,5688.063136256852,5741.724109240407,48984000
2021-06-17,5661.2314453125,5714.892406879443,5612.042230542802,5714.892406879443,68448500
2021-06-18,5656.76025390625,5674.647242851408,5616.514528779644,5634.401517724802,118043000
2021-06-21,5589.68408203125,5634.4015546875,5553.91010390625,5634.4015546875,60823500
2021-06-22,5670.17578125,5714.893255865536,5580.740832018928,5589.684326942035,65824000
2021-06-23,5571.79736328125,5670.175807897773,5571.79736328125,5629.93008055465,52451000
2021-06-24,5553.9111328125,5643.346094693538,5544.967636624396,5643.346094693538,56010000
2021-06-25,5536.0234375,5598.627902867528,5536.0234375,5571.797417710016,68939500
2021-06-28,5415.28662109375,5500.249829847492,5415.28662109375,5455.532351556049,84420500
2021-06-29,5406.3427734375,5446.588501279466,5401.871025899503,5410.814520975497,53704000
2021-06-30,5388.4560546875,5428.701784556535,5366.09731587137,5366.09731587137,65795000
2021-07-01,5388.4560546875,5433.173532319761,5366.09731587137,5419.758289030083,58153000
2021-07-02,5455.53173828125,5491.305716892931,5401.870770363729,5428.70125432249,67392500
2021-07-05,5464.47509765625,5482.362086519282,5428.701119930186,5455.531603224734,39710500
2021-07-06,5415.28662109375,5464.475847214338,5415.28662109375,5464.475847214338,34279500
2021-07-07,5424.22998046875,5527.0801779549665,5392.927746451205,5527.0801779549665,35595000
2021-07-08,5379.5126953125,5401.8714346945135,5348.210460177681,5366.097451683291,47297000
2021-07-09,5383.98388671875,5383.98388671875,5357.15340223344,5375.040391890313,40707500
2021-07-12,5518.13671875,5527.080214242302,5383.9842863654785,5428.701763826985,65981500
2021-07-13,5406.3427734375,5522.608209425403,5379.512288209522,5518.136461887407,65946500
2021-07-14,5357.15380859375,5392.927790621087,5348.210313086915,5383.984295114253,59321000
2021-07-15,5468.94775390625,5468.94775390625,5361.6258028892835,5366.097550848323,49724000
2021-07-16,5464.47509765625,5518.136064245346,5415.285878282912,5518.136064245346,47998500
2021-07-19,5370.5693359375,5464.476043726581,5370.5693359375,5464.476043726581,47119000
2021-07-21,5375.04052734375,5473.418972935732,5375.04052734375,5410.814507559016,55009500
2021-07-22,5504.7216796875,5504.7216796875,5410.814973535235,5468.947696391399,60792000
2021-07-23,5397.3984375,5536.0225895816075,5388.454943817315,5527.079095898923,79938000
2021-07-26,5370.5693359375,5419.758563827019,5370.5693359375,5401.871571867194,48171500
2021-07-27,5370.5693359375,5419.758563827019,5366.097587947544,5370.5693359375,53107500
2021-07-28,5348.21044921875,5375.040936422189,5339.266953484271,5370.569188554949,74133000
2021-07-29,5401.87109375,5442.116822097475,5348.210122620033,5415.286336532492,84605000
2021-07-30,5339.2666015625,5455.532038447445,5330.323106417504,5401.871067577471,105685000
2021-08-02,5330.32275390625,5424.2294467183565,5281.133533861813,5419.7576994415895,119981500
2021-08-03,5495.77734375,5527.079574349064,5352.681432439992,5388.455410267494,110071500
2021-08-04,5473.41943359375,5500.249921013327,5419.758458754595,5495.778173110064,41112000
2021-08-05,5634.40185546875,5643.345350477431,5491.305935329861,5518.136420355902,93768000
2021-08-06,5509.1923828125,5688.062265371347,5486.833647492644,5688.062265371347,67285000
2021-08-09,5544.96728515625,5544.96728515625,5460.0040767546625,5486.834563618321,52858500
2021-08-10,5634.40185546875,5634.40185546875,5468.947197808159,5589.684380425347,60446000
2021-08-12,5634.40185546875,5652.288845486111,5473.4189453125,5473.4189453125,118325500
2021-08-13,5732.7802734375,5755.139010853402,5656.76056622343,5679.119303639332,86929000
2021-08-16,5741.72412109375,5741.72412109375,5638.873922662943,5741.72412109375,69282000
2021-08-18,5902.70751953125,6045.803459398674,5777.498572147254,5831.159549597538,186354500
2021-08-19,5902.70751953125,5902.70751953125,5840.1030458392515,5902.70751953125,100926000
2021-08-20,5902.70751953125,5902.70751953125,5822.2160533558235,5902.70751953125,120163500
2021-08-23,5893.76318359375,5893.76318359375,5826.686971337373,5826.686971337373,68253000
2021-08-24,5902.70751953125,5902.70751953125,5813.27255711411,5875.8770308061075,59561500
2021-08-25,5902.70751953125,5907.179267652107,5889.292275168679,5902.70751953125,80751500
2021-08-26,5866.93310546875,5884.82009664396,5786.441645180306,5866.93310546875,74337000
2021-08-27,5822.2158203125,5840.102812079974,5804.328828545027,5804.328828545027,71572500
2021-08-30,5871.40380859375,5884.819049588252,5831.158085610244,5840.1015796065785,74564500
2021-08-31,5857.9892578125,5875.876247912691,5826.6870251371665,5831.158772662214,115373500
2021-09-01,5871.40380859375,5902.7060375809215,5844.5733266047455,5857.988567599247,67362500
2021-09-02,5849.0458984375,5880.348131838924,5773.0261887483275,5835.630655551176,53257000
2021-09-03,5902.70751953125,5902.70751953125,5826.687801476681,5866.933534564394,35764500
2021-09-06,5880.34765625,5907.178139852661,5857.988919914448,5902.706392585551,36780000
2021-09-07,5875.876953125,5907.179189557172,5875.876953125,5898.235693433695,53902000
2021-09-08,5759.6103515625,5898.234513750728,5741.723362893052,5857.9887892444685,77888000
2021-09-09,5875.876953125,5875.876953125,5732.781015149353,5732.781015149353,110074000
2021-09-10,5831.1591796875,5871.4049102221525,5808.800440501582,5808.800440501582,41483500
2021-09-13,5862.4609375,5866.9326849733025,5835.630452660183,5866.9326849733025,29929000
2021-09-14,5853.517578125,5898.235053893717,5808.800102356284,5893.763306316845,51990500
2021-09-15,5808.80078125,5857.990010344496,5799.857285051001,5853.518262244997,44514000
2021-09-16,5813.27099609375,5884.818946814904,5795.384008413462,5884.818946814904,58672500
2021-09-17,5831.1591796875,5844.574423199051,5795.385196990031,5804.328692664398,117540000
2021-09-20,5889.2919921875,5893.763740093489,5822.215773597665,5875.876748469534,73157500
2021-09-21,5804.32958984375,5844.575326599215,5786.44259573021,5822.21658395729,57115500
2021-09-22,5862.4609375,5884.819674866514,5813.271715293669,5813.271715293669,68722000
2021-09-23,5884.81884765625,5893.762341345697,5853.5166197431845,5862.460113432632,60998500
2021-09-24,5889.2919921875,5889.2919921875,5813.272277785687,5813.272277785687,60539500
2021-09-27,5884.81884765625,5898.234088190421,5862.460113432632,5889.290594500973,55052500
2021-09-28,5831.1591796875,5866.933162384969,5813.272188338765,5849.046171036234,80186000
2021-09-29,5884.81884765625,5884.81884765625,5826.686138674843,5831.157885519567,74079000
2021-09-30,6260.4462890625,6260.4462890625,5898.234753766741,5902.706501116071,156848000
2021-10-01,6045.802734375,6171.011666743713,6001.085258529031,6171.011666743713,103954500
2021-10-04,6224.6728515625,6224.6728515625,6027.915951082076,6027.915951082076,74719000
2021-10-05,6211.2578125,6211.2578125,6135.238098452124,6179.9555773038155,54986500
2021-10-06,6421.4296875,6421.4296875,6233.616284383705,6242.559779770195,174312000
2021-10-07,6403.54345703125,6416.958701703801,6331.9954854443085,6416.958701703801,107263500
2021-10-08,6519.8076171875,6528.751111861283,6416.957428439001,6439.316165123457,94643500
2021-10-11,6488.505859375,6519.808093017746,6466.147121058752,6475.090616385251,47201000
2021-10-12,6546.638671875,6546.638671875,6479.562455974641,6488.505951428022,91067000
2021-10-13,6729.98095703125,7378.384437941238,6618.18725342608,6618.18725342608,210893300
2021-10-14,6931.208984375,7065.361416330646,6797.056552419355,6797.056552419355,138811900
2021-10-15,6841.77392578125,7043.00257065717,6662.904019224878,6975.92635569853,142378200
2021-10-18,6729.98095703125,6864.133401357454,6685.263475589182,6841.774660636421,116644300
2021-10-19,6707.62060546875,6729.979340820312,6573.468193359375,6685.261870117188,134601200
2021-10-21,6618.18603515625,6752.338454787796,6573.468561945735,6707.62098157728,106120100
2021-10-22,6729.98095703125,6752.339697752284,6640.545994147114,6662.904734868148,96730700
2021-10-25,6729.98095703125,6729.98095703125,6618.18725342608,6618.18725342608,60329800
2021-10-26,6729.98095703125,6797.057179194352,6707.622216310217,6797.057179194352,70103000
2021-10-27,6662.904296875,6774.697993131292,6640.545557623742,6774.697993131292,57067000
2021-10-28,6595.828125,6640.545603813559,6573.46938559322,6573.46938559322,75271900
2021-10-29,6685.26220703125,6685.26220703125,6595.827261117788,6662.903470552885,60639200
2021-11-01,6618.18603515625,6752.338454787796,6618.18603515625,6752.338454787796,38593400
2021-11-02,6528.751953125,6640.545650952483,6484.0344739940065,6595.828171821489,90535400
2021-11-03,6573.46826171875,6618.185732886905,6484.03331938244,6528.7507905505945,61621500
2021-11-04,6595.828125,6685.263082627118,6595.828125,6640.545603813559,61081400
2021-11-05,6662.904296875,6685.263036126258,6595.828079121225,6685.263036126258,43120400
2021-11-08,6774.697265625,6797.056002475248,6662.903581373762,6707.621055074257,85441700
2021-11-09,6864.13232421875,6864.13232421875,6774.6973753689945,6797.056112581434,101785800
2021-11-10,6841.77392578125,6864.132664100797,6774.697710822611,6864.132664100797,47503900
2021-11-11,6864.13232421875,6931.208535856067,6797.056112581434,6886.491061431189,55790000
2021-11-12,6729.98095703125,6931.209623520556,6729.98095703125,6931.209623520556,52590100
2021-11-15,6707.62060546875,6819.414282226563,6707.62060546875,6819.414282226563,67344200
2021-11-16,6685.26220703125,6685.26220703125,6551.109788161058,6618.185997596154,98616900
2021-11-17,6797.43212890625,6797.43212890625,6662.829512492265,6730.130820699257,61968100
2021-11-18,6640.39501953125,6730.130087362753,6640.39501953125,6662.828786489126,78839600
2021-11-19,6662.82861328125,6685.262379655935,6617.961080531882,6662.82861328125,68203700
2021-11-22,6707.6962890625,6752.563822768604,6640.394988503344,6662.828755356396,66328300
2021-11-23,6707.6962890625,6730.130055915552,6640.394988503344,6640.394988503344,43477500
2021-11-24,6707.6962890625,6797.431356474707,6662.828755356396,6797.431356474707,35181400
2021-11-25,6662.82861328125,6752.563678779988,6662.82861328125,6685.262379655935,40216100
2021-11-26,6528.22607421875,6685.262440265249,6505.792307640679,6640.3949071091065,113288400
2021-11-29,6640.39501953125,6662.828786489126,6438.491116910367,6528.22618474187,87907900
2021-11-30,6528.22607421875,6662.828673687178,6528.22607421875,6573.093607374893,144923700
2021-12-01,6550.66015625,6685.262762200342,6528.226388591609,6528.226388591609,76538100
2021-12-02,6730.13037109375,6730.13037109375,6550.660227864583,6617.961531575521,66831000
2021-12-03,6617.96142578125,6752.564031051377,6595.5276582362285,6752.564031051377,63283700
2021-12-06,6595.52734375,6707.6961761267,6595.52734375,6685.262409651361,56944100
2021-12-07,6595.52734375,6707.6961761267,6595.52734375,6685.262409651361,51258200
2021-12-08,6662.82861328125,6707.696146030619,6640.394846906566,6685.262379655935,74775000
2021-12-09,6595.52734375,6685.262409651361,6595.52734375,6640.3948767006805,54886400
2021-12-10,6617.96142578125,6617.96142578125,6528.226355601165,6573.093890691207,91092400
2021-12-13,6550.66015625,6640.395226883562,6550.66015625,6617.961459225171,59977100
2021-12-14,6550.66015625,6617.961459225171,6528.226388591609,6550.66015625,49763600
2021-12-15,6550.66015625,6617.961459225171,6528.226388591609,6550.66015625,52477600
2021-12-16,6528.22607421875,6640.3949071091065,6528.22607421875,6617.961140531035,95171400
2021-12-17,6730.13037109375,6730.13037109375,6550.660227864583,6573.0939957682285,107096800
2021-12-20,6617.96142578125,6640.395193326271,6573.093890691207,6595.5276582362285,74753000
2021-12-21,6617.96142578125,6640.395193326271,6573.093890691207,6573.093890691207,52386100
2021-12-22,6573.09326171875,6662.82832331218,6573.09326171875,6662.82832331218,33232000
2021-12-23,6550.66015625,6595.527691566781,6550.66015625,6573.09392390839,37136400
2021-12-24,6550.66015625,6595.527691566781,6550.66015625,6550.66015625,30802100
2021-12-27,6595.52734375,6595.52734375,6550.6598107993195,6550.6598107993195,20722100
2021-12-28,6595.52734375,6640.3948767006805,6573.09357727466,6617.96111022534,39343800
2021-12-29,6550.66015625,6617.961459225171,6550.66015625,6595.527691566781,42079500
2021-12-30,6550.66015625,6595.527691566781,6550.66015625,6595.527691566781,49954700
2022-01-03,6573.09326171875,6640.394557913823,6550.6594963203925,6573.09326171875,54287400
2022-01-04,6640.39501953125,6685.262553447002,6573.093718657623,6573.093718657623,70624000
2022-01-05,6685.2626953125,6752.563997614304,6617.961393010697,6685.2626953125,76164900
2022-01-06,6707.6962890625,6752.563822768604,6662.828755356396,6730.130055915552,63657100
2022-01-07,6864.73291015625,6909.600445516749,6730.130304074755,6774.997839435254,143433300
2022-01-10,6819.8642578125,6864.731785824424,6774.996729800575,6797.430493806538,45351900
2022-01-11,6909.60009765625,6909.60009765625,6842.298798003753,6864.732564554586,110334600
2022-01-12,6909.60009765625,6909.60009765625,6864.732564554586,6909.60009765625,62606000
2022-01-13,6909.60009765625,6954.467630757914,6864.732564554586,6909.60009765625,50025200
2022-01-14,7044.20263671875,7044.20263671875,6864.732505846935,6909.600038564889,65898700
2022-01-17,6954.4677734375,7089.070375504032,6909.600239415323,7089.070375504032,63902600
2022-01-18,6887.16650390625,6976.901572361055,6774.997668337744,6976.901572361055,71476300
2022-01-19,6887.16650390625,6932.034038133652,6797.431435451445,6864.732736792548,60389700
2022-01-20,6976.9013671875,6976.9013671875,6842.2987684636255,6932.033834279542,59925500
2022-01-21,7133.93798828125,7133.93798828125,6909.600315693789,6976.901617470027,63370500
2022-01-24,6999.33544921875,7044.20298414964,6976.901681753306,7021.769216684195,40278300
2022-01-25,6976.9013671875,6976.9013671875,6842.2987684636255,6887.166301371584,106796900
2022-01-26,6909.60009765625,6954.467630757914,6864.732564554586,6909.60009765625,53350200
2022-01-27,6999.33544921875,6999.33544921875,6842.299076960638,6842.299076960638,71945100
2022-01-28,6976.9013671875,7021.768900095459,6909.600067825563,6999.33513364148,70595000
2022-01-31,6842.298828125,6976.901428022541,6842.298828125,6976.901428022541,68122000
2022-02-02,6999.33544921875,6999.33544921875,6887.166611891526,6976.901681753306,65308100
2022-02-03,6932.0341796875,7021.769249974717,6909.600412115697,6999.335482402913,35100600
2022-02-04,6932.0341796875,6999.335482402913,6909.600412115697,6954.467947259304,39324700
2022-02-07,6999.33544921875,6999.33544921875,6909.600379356972,6976.901681753306,56813200
2022-02-08,6932.0341796875,7044.203017546522,6932.0341796875,6954.467947259304,61883100
2022-02-09,7133.93798828125,7133.93798828125,6999.3353847287735,7044.202919246265,108922200
2022-02-10,6954.4677734375,7133.937909526209,6954.4677734375,7133.937909526209,93277000
2022-02-11,7021.76904296875,7021.76904296875,6864.732674595647,6887.1664415060895,71968800
2022-02-14,6909.60009765625,6976.901397308746,6909.60009765625,6954.467630757914,57710700
2022-02-15,7066.63671875,7066.63671875,6932.034114583334,6954.467881944444,55617000
2022-02-16,7156.37109375,7156.37109375,7021.768502644984,7044.202267829154,77055100
2022-02-17,7089.0703125,7111.504079311709,6999.335245253164,7044.202778876583,48704600
2022-02-18,7111.50439453125,7133.938162337343,7044.203091112973,7133.938162337343,56813400
2022-02-21,7133.93798828125,7156.371755539995,7089.0704537637575,7111.504221022504,43821700
2022-02-22,7089.0703125,7133.937846123417,7044.202778876583,7089.0703125,80095500
2022-02-23,7223.673828125,7268.5413674301235,7066.637440557065,7089.071210209627,99240300
2022-02-24,7178.80517578125,7313.407772827148,7111.5038772583,7290.974006652832,124947700
2022-02-25,7223.673828125,7335.842676387811,7111.504979862189,7133.938749514751,135899900
2022-03-01,7223.673828125,7335.842676387811,7178.806288819876,7178.806288819876,136616800
2022-03-02,7156.37109375,7380.708745591693,7156.37109375,7380.708745591693,100301000
2022-03-04,7089.0703125,7201.239146558544,7089.0703125,7156.371612935127,132983400
2022-03-07,6909.60009765625,7044.202696961242,6909.60009765625,6999.335163859578,130990900
2022-03-08,6864.73291015625,7044.203051598243,6864.73291015625,6909.600445516749,119256500
2022-03-09,7044.20263671875,7133.937702154658,6864.732505846935,6909.600038564889,132814500
2022-03-10,7111.50439453125,7156.371930143435,6999.335555500789,7111.50439453125,86484000
2022-03-11,7133.93798828125,7133.93798828125,6932.034082952535,6932.034082952535,61053900
2022-03-14,7246.10693359375,7268.540701190016,7133.938095612422,7223.673165997485,78432100
2022-03-15,7313.408203125,7358.275738113497,7246.106900642255,7313.408203125,111214500
2022-03-16,7358.27587890625,7425.577182676734,7246.107039288777,7425.577182676734,149761300
2022-03-17,7178.80517578125,7448.010369873046,7178.80517578125,7448.010369873046,132439400
2022-03-18,7089.0703125,7268.540446993671,7089.0703125,7178.805379746836,143981700
2022-03-21,7089.0703125,7133.937846123417,6999.335245253164,6999.335245253164,85485500
2022-03-22,7111.50439453125,7133.938162337343,7066.636858919066,7089.070626725158,60010900
2022-03-23,7089.0703125,7133.937846123417,7021.769012064873,7111.504079311709,82208000
2022-03-24,7111.50439453125,7133.938162337343,6999.335555500789,7044.203091112973,95245100
2022-03-25,7133.93798828125,7133.93798828125,7089.0704537637575,7089.0704537637575,85101200
2022-03-28,7197.71533203125,7197.71533203125,7106.605011372627,7129.382591537283,83911500
2022-03-29,7152.15966796875,7197.71482508957,7129.382089408339,7174.93724652916,62180600
2022-03-30,7174.9375,7197.715079365079,7129.382341269841,7197.715079365079,71430600
2022-03-31,7266.04736328125,7288.824941222571,7174.937051515968,7220.492207398609,112691900
2022-04-01,7220.49267578125,7357.15815229446,7152.159937524645,7357.15815229446,105575400
2022-04-04,7197.71533203125,7220.492912195907,7129.382591537283,7220.492912195907,57321200
2022-04-05,7197.71533203125,7197.71533203125,7152.160171701938,7197.71533203125,48528300
2022-04-06,7061.04931640625,7152.15963016633,7061.04931640625,7129.38205172631,119263000
2022-04-07,7061.04931640625,7129.38205172631,7015.494159526209,7038.27173796623,68619400
2022-04-08,7152.15966796875,7174.93724652916,7083.826932287519,7106.604510847929,69791600
2022-04-11,7038.27197265625,7174.937447853458,7038.27197265625,7129.382289454389,62776200
2022-04-12,7106.60498046875,7106.60498046875,7015.49466020633,7038.2722402719355,73471300
2022-04-13,7106.60498046875,7152.16014059996,7061.04982033754,7106.60498046875,57622100
2022-04-14,7015.494140625,7106.60445413961,7015.494140625,7106.60445413961,93342900
2022-04-18,7015.494140625,7038.271719003652,6947.1614054890415,7015.494140625,68464700
2022-04-19,6947.1611328125,7015.493865266393,6947.1611328125,7015.493865266393,98632000
2022-04-20,6969.93896484375,7038.271699793198,6947.1613865272675,7038.271699793198,124388800
2022-04-21,7220.49267578125,7220.49267578125,7061.049619849172,7106.6047786869085,129323400
2022-04-22,7174.9375,7220.492658730159,7106.604761904761,7152.15992063492,85956100
2022-04-25,7288.82568359375,7288.82568359375,7129.382621765137,7174.937782287598,91279600
2022-04-26,7402.71337890625,7402.71337890625,7220.492741887019,7220.492741887019,128360900
2022-04-27,7471.04638671875,7471.04638671875,7357.158484482184,7357.158484482184,89463100
